FCTH3,FCTH4,FCTH6,FCTH7,FCTH9,FCTH10,FCTH12,FCTH13,FCTH16,FCTH27,FCTH28,FCTH31,FCTH34,FCTH48,FCTH55,FCTH57,FCTH58,FCTH79,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Class
1,2,0,5,0,7,3,5,0,1,1,2,1,1,1,0,0,0,6.118,-5.3445,-0.5447,-7.9639,-2.7779,-6.27,-1.358,-11.004,-1.844,-5.7595,-7.3836,-2.8979,-5.6877,-1.8083,-7.7022,-4.2602,-4.6013,-6.4275,-6.0324,-4.0641,-3.7317,3.5437,0.86012,7.4421,6.7268,1
1,1,0,5,0,7,3,5,0,1,0,1,0,1,1,0,1,0,2.2151,-5.7089,-2.5043,-8.7493,1.9661,-3.308,-2.0848,-4.6789,-4.6439,-3.2408,-8.8849,-1.8203,-6.9603,-5.7502,-7.1702,-4.5359,-2.7344,-2.5714,-4.8657,-4.5058,-4.2165,0.33365,1.579,6.5312,6.3383,1
0,1,1,6,0,7,2,5,0,0,0,1,0,0,2,0,1,0,3.4587,-12.56,1.4114,-7.2004,-0.065463,1.1434,5.7795,-7.7686,-3.7681,-1.9982,-8.5659,-1.0518,-5.3014,-1.533,-6.0348,-0.59079,3.4196,0.55553,2.176,-0.48297,-1.2596,0.26331,-0.99444,1.7282,-2.2299,1
1,2,0,5,0,7,0,3,0,1,0,2,1,1,1,0,0,0,2.5134,-9.252,-0.1953,-9.3655,-2.8814,-7.2158,-9.8962,0.51084,-4.2952,-4.1388,-12.212,-7.2526,-5.6499,-16.082,-9.3836,-4.893,-14.31,-17.263,-14.948,9.0463,27.218,26.653,6.5519,-2.405,10.185,1
1,2,0,5,1,7,2,5,0,1,0,2,1,1,1,0,0,0,0.18719,-12.776,-0.080913,-13.358,-2.3513,-4.5302,-6.8947,-7.1416,-7.7638,-9.1206,-10.337,-7.7933,-14.668,-12.872,-18.375,-3.4883,-7.9162,1.0591,0.49067,19.898,26.511,27.257,21.437,4.4142,-5.6806,1
1,2,1,5,0,7,3,5,0,1,0,2,1,0,1,0,0,0,4.1679,-12.348,-0.9052,-4.8972,-6.3539,-3.2452,-3.2344,-5.617,-9.0977,-5.758,-3.9049,-4.4482,-11.334,-9.1883,-15.149,-2.9531,-9.6686,-7.3594,-20.726,-15.1,1.1302,27.15,41.321,18.31,-5.1419,1
1,1,0,7,0,7,1,4,0,1,0,2,1,1,2,0,1,1,3.6275,5.668,2.3637,-7.9147,-7.8358,-5.2925,-12.664,-8.6969,2.1873,-4.2553,-7.2587,0.393,-12.373,-6.8992,-7.8143,-7.642,-6.1853,-6.8536,-8.9078,-4.6838,3.0824,8.2136,12.532,9.31,-0.54988,1
1,1,0,6,0,7,3,5,0,0,0,2,1,1,2,0,1,0,2.7635,-5.0205,4.5757,-7.6082,-12.153,-0.014436,-5.9578,-6.6231,3.2425,-5.6637,-8.3245,-5.8582,-11.169,-6.5372,-9.2955,-3.8213,-1.1793,-4.2703,-5.6701,-7.9848,-9.3639,2.5953,16.192,18.458,10.991,1
1,1,1,6,1,7,2,5,0,0,0,2,1,1,2,0,1,0,0.23106,-2.4,4.4366,-11.024,-12.637,-0.54069,-6.0601,-5.877,4.7997,-5.1143,-7.8595,-5.5392,-10.824,-4.9258,-8.8916,-0.22266,-1.7913,-1.7265,-4.8082,-9.0217,-14.01,-7.5115,9.0227,20.471,16.469,1
1,0,1,6,0,7,2,5,0,0,0,2,0,1,1,0,1,0,2.932,13.851,0.92306,-8.0246,4.408,-13.001,-10.033,-8.579,2.1206,0.6585,-3.2994,-5.475,-10.359,-6.7491,-9.8785,-4.5003,-5.1825,-2.4573,-3.6396,4.5419,-3.5476,1.4923,4.6745,4.419,3.5028,1
1,2,1,5,0,7,3,5,0,1,0,1,0,1,1,0,0,0,1.778,-15.638,-2.3938,-6.1342,-3.5613,-6.4514,-1.1961,-4.9155,-5.7545,-8.5902,-11.041,-4.1723,-15.127,-5.6869,-8.3766,-4.4093,-13.351,-9.9915,-0.70332,19.961,37.235,24.997,0.078169,0.80834,8.0221,1
1,2,0,5,1,7,1,4,0,1,0,1,1,1,1,0,1,0,3.0153,-8.7461,-0.93322,-6.6326,-7.0125,1.3315,-6.4014,-10.215,-1.9237,-10.765,-7.6028,-11.098,-9.4236,-8.4324,-14.029,-3.2458,-15.988,-11.708,-13.576,7.8172,23.519,26.809,16.1,4.5747,3.6906,1
1,1,1,5,0,7,4,6,0,1,0,1,0,1,1,0,1,0,0.98896,4.759,-2.1588,-5.6832,-5.251,-2.3666,-11.253,-1.8487,-1.2401,-6.9793,-8.2186,-6.9455,-12.586,-2.6994,-10.789,-7.5603,-12.269,-13.255,-14.77,-7.0462,6.8456,23.387,22.039,14.575,-0.46515,1
0,1,1,6,0,7,2,4,0,0,0,2,1,1,1,0,1,0,2.3786,-5.9239,1.4946,-12.226,-3.5027,-2.4694,-4.0548,-8.6549,-0.67252,-9.1448,-10.832,-1.928,-13.788,-3.6437,-16.17,-8.9664,-11.1,-4.0808,-3.0477,-7.6445,-7.434,1.5798,16.401,24.598,15.596,1
1,2,1,7,0,7,0,1,0,1,0,2,1,1,2,0,1,0,6.5872,-2.9979,1.7795,-7.8146,-8.6609,-2.4932,-3.5749,-4.3613,-1.9808,-2.8935,-9.5988,-3.7892,-11.255,-7.0539,-10.65,-1.8379,-4.5931,-1.0287,-1.9529,-6.2536,-9.8657,-5.1442,6.1008,16.249,13.798,1
1,1,0,7,0,7,0,2,0,0,0,2,0,1,2,0,1,1,3.8496,4.7367,5.3404,-8.4356,-6.9425,-6.3278,-12.024,-5.5491,4.2083,-0.67364,-6.1416,3.0571,-9.7707,-10.068,-3.486,-7.2746,-2.2799,-0.083459,-0.58361,1.1001,-1.7378,0.84428,-1.6347,2.1804,2.3655,1
0,0,1,6,0,7,3,5,0,0,0,2,0,1,2,0,1,0,5.3111,2.4521,3.9238,-3.5236,3.209,-6.6436,-13.67,-7.5071,-2.5548,-1.8475,-12.019,-8.1765,-8.0907,-7.9984,-8.0076,-8.5041,-8.7008,-4.7533,-8.1444,-8.5623,-1.6482,3.6772,17.738,17.888,7.7199,1
1,1,1,6,0,7,2,5,0,0,0,2,0,1,1,0,0,0,-0.08137,-0.80545,-1.0489,-7.0408,-3.2812,-10.726,-0.98386,-8.0186,-5.9213,-3.003,-12.794,-3.899,-11.457,-9.9572,-13.185,-6.2118,-7.8531,-12.073,-2.4721,10.817,22.439,23.237,5.431,-8.2097,1.5772,1
1,1,0,6,0,7,3,5,0,0,0,2,0,1,2,0,1,1,0.44116,-8.9764,-4.5225,-7.9686,-2.5526,-6.4092,5.1286,-7.4901,-3.1469,-5.0793,-6.1525,-5.9686,-5.2035,-5.2643,-11.434,0.9725,-3.7824,-4.6141,-12.029,1.1752,11.077,18.068,6.1632,-5.4146,-0.074062,1
1,1,1,5,0,7,3,6,0,0,0,2,0,1,1,0,1,0,-0.15113,-2.5799,-5.7739,-7.6561,-3.8334,-7.5903,1.7663,-8.9741,0.71979,-3.366,-3.0604,-6.1463,-7.559,-8.9349,-12.47,-8.4899,-7.7336,-6.33,-4.8345,1.5639,1.4532,9.8031,14.992,14.401,4.7132,1
1,2,1,6,0,7,3,5,0,1,0,2,0,0,1,0,1,0,1.1412,-6.7844,-0.7141,-5.4068,-2.23,-0.59525,-1.8408,-8.2623,-4.329,-8.276,-5.3866,-5.9714,-5.7428,-3.9344,-11.03,-0.20585,-7.9926,-3.5768,-5.271,-5.4041,-12.206,-1.8184,9.2508,19.662,15.062,1
1,1,0,6,0,7,3,4,0,0,0,2,0,1,2,0,1,0,2.7533,-6.2913,0.83889,-10.216,0.59641,-0.89654,0.65267,-7.5726,-2.6747,-6.1914,-8.912,-0.97463,-5.5749,-5.8773,-7.9559,1.7177,-6.1699,-4.3561,-5.1851,-7.9638,-5.3174,-4.6139,3.3348,12.878,11.182,1
0,1,1,5,0,7,2,5,0,0,0,2,0,1,2,0,1,0,3.8577,-0.95622,4.5693,-7.2321,-13.228,-8.1285,-4.2328,-7.7785,-0.69826,0.37228,-9.0385,-1.9656,-7.5943,-10.158,-4.5904,-5.6715,-3.1148,-6.61,-9.7061,-11.646,-7.6473,1.4357,14.025,21.371,7.0958,1
1,2,1,5,1,7,3,6,0,1,0,1,0,1,1,0,1,0,1.6908,-9.0666,0.75059,-11.406,-7.7106,-9.2007,3.0874,-4.0632,-3.3685,-3.4678,-15.194,-0.23583,-6.1989,-3.355,-9.7948,-6.3404,-4.2516,-2.9938,-8.1915,-8.4357,-11.534,-9.6231,-6.0086,22.251,37.979,1
1,2,1,5,0,7,2,5,0,1,1,1,1,0,1,0,0,0,5.7258,-15.402,6.7267,-10.97,-9.3244,-1.4116,-12.615,2.3197,-7.5782,-4.1055,-10.087,-1.393,-8.7552,-5.4243,-10.445,-4.4926,-9.9392,-2.908,-2.78,4.6465,-5.1033,-16.419,-18.373,4.9984,26.202,1
0,1,1,6,0,7,0,4,0,0,0,2,1,0,1,0,1,0,0.93621,13.579,-10.041,-1.8622,-3.6363,-16.783,-11.296,-8.2286,-2.944,-7.4871,-7.1124,-12.161,-10.106,-7.9134,-12.395,-5.3438,2.3359,14.01,12.665,3.2857,4.524,6.3456,7.7543,-1.0035,6.8351,1
1,1,0,5,0,7,3,5,0,0,0,2,0,1,1,0,1,0,0.12885,-4.3951,-3.6061,-2.9101,-3.3518,-1.925,-6.346,-6.8941,-6.127,-8.1973,-13.393,-10.167,-14.539,-6.7713,-4.4254,5.5364,-1.8804,0.97192,7.2045,17.789,18.738,12.321,-3.125,-4.0912,2.029,1
1,2,0,6,0,7,0,3,0,1,1,2,0,1,2,0,1,0,0.97313,-0.71292,-2.063,-5.3868,-1.3464,-8.1098,-3.5009,-9.9242,0.37165,-10.092,-9.1469,-8.3082,-9.9015,-8.2787,-5.7157,-3.5023,-18.183,-20.76,-17.884,0.027487,23.057,20.226,5.7109,-6.0823,7.0301,1
1,1,0,5,0,7,3,5,0,1,0,2,0,1,1,0,0,0,1.6842,4.4479,1.1924,-4.4192,-0.97453,-12.797,-2.615,-6.289,6.2068,-7.6849,-3.0824,-8.9681,-7.9526,-11.04,-12.128,-4.6486,-12.34,-5.9297,-8.9255,-8.5487,-6.5398,5.7617,19.857,10.359,4.6569,1
1,2,0,5,0,7,3,5,0,1,0,2,1,1,1,0,1,0,6.4563,-13.532,-1.4499,-5.0652,-1.1973,-8.8714,-3.0636,-2.5474,-13.885,-8.4404,-11.12,-6.0067,-12.275,-3.723,-6.9878,-4.7822,-9.9236,-6.8652,-10.064,-11.875,-10.404,-8.4571,7.5233,27.4,41.579,1
1,2,1,7,0,7,1,3,0,1,0,2,1,1,1,0,0,0,3.1732,-13.402,-5.3492,1.3791,2.1833,-6.3046,-0.23901,-0.63317,-7.2777,-5.1736,-5.6715,-2.2491,-16.057,-5.5743,-9.5803,-7.0322,-6.7556,-5.1956,-5.9054,-9.3517,-10.947,-14.503,-18.392,10.378,35.637,1
0,1,1,6,0,7,3,5,0,0,0,2,1,1,1,0,1,0,3.3825,-10.148,-0.96483,-6.7544,-2.3351,-6.8967,-4.4357,1.961,-2.6542,-4.08,-7.028,-8.0919,-16.194,-14.073,-11.524,-0.78379,-9.0928,-7.3366,-11.004,-9.8838,-8.6738,13.574,34.744,32.849,10.521,1
1,2,0,7,0,7,0,1,0,1,0,2,1,1,1,0,0,0,4.5056,-10.209,-4.2131,-3.7201,-0.94069,-4.2218,-0.14826,-6.7007,-5.3728,-3.6794,-8.6019,-4.593,-11.444,-6.2634,-11.277,-6.1559,-3.0303,-5.9654,-5.217,-7.223,-5.824,0.9626,13.791,19.469,9.9784,1
1,1,0,4,0,7,4,6,0,1,0,2,1,1,1,0,1,0,5.1597,-2.0308,-1.6856,-8.3232,-3.3114,-3.6504,-5.8368,-7.8512,-3.7006,-6.3501,-9.0937,-4.0526,-13.786,-2.9854,-9.9494,-5.0197,-3.0978,-10.299,-9.2283,-12.337,-12.635,-7.5408,7.5995,20.445,25.649,1
1,1,0,4,0,7,2,6,0,0,0,1,0,1,1,0,1,0,2.9713,-1.1752,5.3813,-12.497,-8.7383,-2.7752,-9.2146,2.4343,0.58415,-2.4827,-8.8455,-5.8593,-9.7779,-3.0042,-6.9601,-2.4731,-2.2725,-5.1083,-6.6972,-7.3906,-12.079,-4.3356,6.9801,17.817,19.357,1
1,1,0,5,0,7,2,5,0,0,0,1,0,1,1,0,1,0,0.6075,-0.48694,1.4642,-13.855,-2.7762,-3.1122,-6.6918,1.0981,-1.9117,-6.7242,-10.479,-5.7775,-11.383,-4.1726,-10.367,-1.3608,-4.0634,-3.9562,-6.4826,-6.6874,-14.579,-11.227,-0.064984,19.548,28.241,1
1,1,1,5,1,7,2,5,0,1,0,2,0,0,1,0,1,0,5.1049,-1.7524,1.6446,-8.8548,0.073062,-5.0593,-5.264,-0.85054,-2.2346,-11.028,-7.3508,-5.4492,-7.3123,-8.5438,-12.869,0.69532,-8.8449,3.0356,-3.1004,-5.1977,-6.7762,-9.1178,-5.2098,11.836,19.213,1
1,1,1,7,0,7,0,0,0,1,0,2,1,0,2,0,1,0,0.090433,11.949,-0.13053,-2.6214,-0.90156,-9.5325,-8.9457,-2.2708,-3.1023,-2.9333,-7.8548,-4.5753,-9.9233,-7.2692,-7.0838,-0.18571,-5.9547,-6.9835,-9.2314,-8.4764,-8.759,-7.673,1.3837,3.3806,10.3,1
1,0,1,7,0,7,0,2,0,1,0,2,1,1,2,0,1,0,4.0242,7.9705,0.49137,-4.8859,1.6185,-14.327,-8.9357,-2.8558,-4.2029,-2.5896,-13.801,-5.7624,-6.9235,-10.754,-7.2291,-1.1344,-6.6217,-6.6037,-14.421,-8.0298,-7.2495,-6.4587,14.033,23.488,16.436,1
1,0,0,6,0,7,3,5,0,0,0,2,1,1,2,0,1,0,3.2315,7.9784,4.174,-6.9997,-1.7634,-8.8544,-13.282,0.073023,1.0602,-3.9939,-3.136,0.068439,-11.047,-6.2145,-8.6677,-1.8396,0.79715,-6.5877,-5.1838,-5.0813,-5.436,-0.60039,2.8297,6.2058,7.6465,1
1,1,0,6,0,7,1,4,0,0,0,2,1,1,2,0,1,0,5.4825,-7.2681,3.2342,-4.5776,-0.86948,3.5705,-8.6645,-0.64311,-5.4601,-4.6712,-7.0053,-3.1713,-4.0455,-7.9672,-11.012,-3.0135,-8.9054,-2.5844,-5.9656,-3.4674,-2.69,-4.528,-6.394,2.4116,10.011,1
0,1,1,5,0,7,3,6,0,0,0,1,0,1,1,0,1,0,-1.876,1.1128,-3.3128,-14.37,-0.7547,-10.191,-5.6722,-2.8558,-2.5681,-7.1894,-8.7395,-3.5327,-8.861,-1.4394,-7.4448,-1.8501,-12.352,-8.5022,10.703,24.996,14.801,-3.5854,-10.57,7.1336,11.21,1
0,1,1,5,0,7,3,5,0,0,0,2,0,1,1,0,1,0,0.332,-8.8703,-1.4115,-8.5445,-1.7399,-6.377,-4.4157,-8.519,-5.1924,-6.3539,-11.075,1.4949,0.70331,2.1723,-9.9791,-14.716,-5.6146,16.008,31.117,15.463,-12.997,-3.2558,13.503,8.1835,-15.117,1
1,2,0,5,0,7,1,4,0,1,1,2,1,1,1,0,0,0,2.937,-7.5643,1.5409,-12.346,-10.489,-3.237,0.10583,-6.902,-5.4373,-5.1025,-11.413,-4.8846,-11.16,-9.8926,-10.272,0.074019,-0.45531,-3.394,-6.9426,-9.5011,-1.7707,21.813,11.417,0.15092,-18.224,1
1,2,1,5,0,7,2,5,0,1,0,2,1,0,1,0,1,0,-1.8908,2.4037,2.3226,-10.838,-6.9907,-6.6985,-5.8992,-7.0854,-4.76,-4.6221,-3.4855,-2.1044,-9.0656,-13.718,-8.6302,-10.644,-14.2,-9.4058,-20.519,-26.494,-9.8588,26.341,41.729,30.362,5.5035,1
1,1,0,5,0,7,3,6,0,1,1,2,0,1,1,0,0,0,-0.36149,3.7881,-1.1386,-17,1.3142,-8.8463,-3.8281,-0.27761,1.0719,-6.0008,-9.0065,-9.729,-10.055,-5.2052,-9.0854,2.3383,-8.603,-6.434,-12.583,-14.938,-5.0634,9.9201,25.569,22.422,4.5799,1
1,1,1,5,0,7,2,5,0,1,1,2,0,0,1,0,0,0,0.029021,-6.5666,6.9113,-12.091,-10.92,-10.569,-1.8395,-8.5705,0.8299,-1.9193,-11.47,-3.6725,-8.6071,-9.3458,-13.044,-0.11306,-11.104,-5.8943,-14.036,-18.744,-19.361,-4.5628,21.344,34.796,31.45,1
1,1,1,6,0,7,3,5,0,0,0,2,1,0,1,0,1,0,0.6312,-0.20142,-2.7055,-8.7846,1.3286,1.421,-7.53,-2.3605,-2.1743,-9.5457,-6.7841,-6.8744,-8.7769,-0.77028,-11.331,-1.4394,-3.6493,0.27396,-2.6177,-6.8967,-15.189,-4.0736,8.1516,16.647,16.54,1
1,1,1,7,0,7,0,3,0,0,0,2,0,1,2,0,1,0,-3.7975,7.9065,-3.4376,-7.3914,3.1554,-2.5728,-3.6276,-2.4858,-3.0351,-6.3222,-7.4458,-6.1156,-8.7795,-4.6508,-5.319,-5.2178,-3.2745,-0.71692,-1.759,-7.902,-20.2,-6.8407,7.4532,20.301,21.777,1
0,0,1,6,0,7,3,6,0,0,0,2,0,1,1,0,1,0,-2.6383,18.226,2.3044,-10.919,-1.7433,-19.064,-11.199,-6.7235,-5.7521,-2.8177,-7.8112,-1.9008,-8.3205,-6.7743,-7.3471,-0.57332,-5.9879,-5.1438,-11.476,-4.9959,-13.822,-3.5382,4.6633,22.231,22.055,1
0,1,1,4,0,7,4,6,0,0,0,2,1,1,1,0,1,0,1.0967,-4.9793,7.2288,-11.421,-13.892,0.60682,-6.3682,-0.93213,5.8855,-5.1518,-6.7207,-7.7375,-6.9368,-7.8712,-10.34,1.7754,-1.0632,-3.2959,-3.375,-2.0943,-6.4659,-7.8148,-11.302,5.1683,17.498,1
0,1,1,6,0,7,1,5,0,0,0,2,0,1,1,0,0,0,2.7371,4.7368,1.9266,-10.284,-5.771,-6.9181,-11.133,-6.3488,2.5514,-7.5928,-4.6962,-0.48655,-12.875,-7.1297,-11.782,-5.6855,-7.9295,-6.4913,0.90369,12.345,12.526,3.8421,-2.1474,-3.9854,2.4464,1
1,2,0,6,0,7,1,4,0,1,0,2,1,1,2,0,0,0,-0.17643,-7.405,4.1191,-13.86,-6.861,-2.8984,-12.183,-3.9649,-4.8487,-7.1863,-14.341,-5.3008,-14.442,-10.963,-6.1441,-3.091,-13.467,-12.6,1.5859,27.306,37.678,19.834,-2.5298,-2.2578,13.72,1
1,2,1,6,0,7,1,4,0,1,0,2,1,0,1,0,1,0,0.42147,-1.1167,-0.5146,-9.6353,4.0136,-4.9753,-8.5781,-4.3684,-0.040469,-13.078,-8.3523,-10.052,-9.2484,-2.8722,-13.18,-2.8716,-16.158,-20.678,-23.309,0.3864,30.363,36.602,11.829,-3.4941,4.6241,1
1,1,1,6,0,7,3,5,0,0,0,2,0,1,1,0,1,0,2.3479,-11.246,-4.5536,-7.0258,-5.8432,-1.4374,-0.85404,-9.8852,-6.3551,-6.2552,-9.3695,-4.4799,-10.86,-4.0703,-14.84,-3.3451,-4.9541,-5.6422,-0.62727,-6.8506,-3.6079,8.3422,19.571,20.778,4.0936,1
1,2,1,7,0,7,1,3,0,0,0,2,0,1,2,0,1,1,1.4848,-5.5393,2.0109,-13.869,0.31732,-3.0289,-2.6767,-7.1445,-1.5087,-7.5123,-5.1542,-7.4042,-9.7087,-3.6002,-16.283,0.93496,-6.1129,-9.0606,-7.4246,-20.124,-20.126,-8.1973,22.483,35.837,19.992,1
1,1,0,6,0,7,2,5,0,1,0,2,1,1,1,0,1,0,3.1774,1.0924,1.1281,-18.113,-1.5811,-6.8011,-9.5368,-5.9618,2.9266,-10.995,-5.851,-8.0442,-15.812,-4.3854,-12.931,-1.0447,-5.5854,-6.4973,-4.9196,-13.099,-14.144,-1.1309,22.041,31.742,17.334,1
1,1,0,5,0,7,3,6,0,1,0,2,1,1,1,0,1,0,-0.91118,10.824,-0.73939,-6.2575,-3.2825,-9.0862,-7.9005,-10.186,0.47433,-2.1424,-8.6988,-5.3363,-9.0043,-7.3083,-9.32,-7.0399,-7.023,-12.61,-9.547,-13.166,-15.666,-3.2906,17.954,26.105,21.798,1
1,1,0,6,0,7,2,5,0,0,1,2,1,1,1,0,1,0,4.8965,-5.3294,9.1763,-10.311,-11.145,4.87,-9.6675,2.154,3.3147,-2.1217,-5.5761,-5.5176,-8.1695,-5.8188,-8.0637,1.9314,-2.3241,-3.2556,-4.8556,-6.1621,-12.029,-1.4477,3.9543,14.295,13.787,1
1,1,0,6,0,7,1,5,0,1,1,2,1,1,1,0,0,0,5.2213,-4.6782,3.8945,-6.0401,-10.024,4.7197,-10.931,-2.8543,0.45638,-6.1735,-8.6748,-7.8823,-8.4018,-8.1311,-9.1205,-2.5125,-1.6994,-3.0251,-5.5141,-7.0684,-15.721,-6.2882,3.2278,17.324,21.454,1
1,1,1,5,0,7,1,5,0,0,0,1,0,0,1,0,1,0,3.2603,-4.88,-1.8981,-3.9817,-3.9511,0.44622,-4.6187,-3.5109,-5.1106,0.76738,-8.8887,-0.60859,-4.7993,-8.5382,-6.7755,-6.2776,-2.1412,-1.2566,-1.1357,1.8502,-4.5637,3.7706,1.4528,0.50833,1.3018,1
0,1,1,4,0,7,4,6,0,1,0,1,0,1,1,0,0,0,-2.0834,6.0658,-3.8508,-15.428,1.0524,-13.212,-14.708,-3.7184,-0.15596,-5.7729,-7.8237,-10.929,-11.807,-14.59,-15.783,-11.9,1.4733,18.841,29.239,21.702,5.7339,2.2597,2.329,6.0283,0.74432,1
1,2,1,4,0,7,3,6,0,1,1,2,0,0,1,0,0,0,-0.55594,-9.8795,4.619,-19.907,-7.9818,-0.49305,-14.123,1.9604,-4.5134,-9.6205,-12.603,-6.0691,-10.637,-7.154,-12.179,-10.221,-16.771,-0.996,22.448,35.957,17.308,-5.3548,-9.2355,10.527,13.925,1
1,1,0,5,0,7,3,6,0,1,0,2,0,1,1,0,1,0,0.26758,2.5699,0.0057569,-12.205,-2.0304,-4.6657,-9.2854,-1.2092,2.9053,-6.9488,-11.304,-4.9344,-14.193,-9.3892,-13.526,0.17607,-6.9141,-10.998,-14.029,-3.2728,13.998,20.68,21.736,13.13,2.6235,1
